,Session_Duration,Daily_Active_Time,Login_Frequency,Level_Progression,In_Game_Currency_Earned,In_Game_Currency_Spent,Achievement_Unlocks,Social_Interactions,Friends_Added,Guild_Participation,Purchase_History,Game_Mode_Preferences,Event_Participation,Item_Usage,Time_of_Purchase,Retention_Rate,Churn_Rate,Referral_Activity,Customization_Preferences,Ad_Engagement,Device_Type,Geographic_Location,Demographic_Age,Demographic_Gender,In_Game_Purchases,Favorite_Items,Discount_Utilization,Promotion_Response,Quest_Completion_Rate,Battle_Participation,Leaderboard_Position,Player_Engagement_Level,Purchase_Likelihood
1201,28.75,2.04,8,14,954,771,2,36,6,1,3,0,2,1,2,2,0.05,4,5,1,1,51,57,1,99.73,1,1,7,0.54,10,23.21,0,1
1202,31.38,2.86,8,2,578,462,1,20,9,4,3,1,0,7,0,14,0.05,3,6,8,1,151,44,1,92.84,1,9,5,0.83,12,6.09,0,1
1203,54.54,1.92,16,2,381,475,6,13,3,4,1,1,4,19,3,7,0.09,2,4,4,0,231,45,0,77.96,3,2,0,0.51,18,38.94,0,1
1204,31.25,2.14,18,14,695,318,2,29,6,2,4,1,0,16,1,24,0.03,3,6,7,1,84,32,1,93.29,1,4,0,0.79,12,15.03,1,1
1205,43.63,2.54,12,3,809,468,1,47,9,2,3,0,1,15,3,7,0.02,1,8,1,2,196,50,1,49.09,1,6,1,0.89,7,51.76,0,1
1206,42.69,1.46,18,7,724,497,2,49,1,1,3,0,3,3,1,30,0.01,2,9,3,0,120,34,1,92.21,2,7,3,0.64,3,66.12,0,1
1207,47.9,2.16,19,7,289,534,9,19,9,1,1,0,3,18,3,30,0.07,1,1,6,3,142,55,0,38.29,1,6,9,0.91,17,20.87,1,0
1208,35.38,2.0,8,12,387,364,0,26,1,4,0,0,3,4,0,22,0.0,2,3,8,3,111,20,0,98.61,3,3,2,0.66,12,71.34,0,1
1209,65.95,2.15,8,7,711,730,0,15,4,3,1,1,0,13,3,4,0.07,4,8,5,1,85,54,0,95.05,2,1,8,0.86,1,71.25,0,1
1210,45.38,1.15,14,10,227,428,2,15,6,4,4,0,1,9,3,23,0.09,0,2,9,1,158,57,1,55.62,2,5,1,0.75,0,56.57,0,1
1211,27.03,2.32,8,12,458,148,7,46,7,1,3,1,3,15,3,5,0.03,1,6,4,0,104,19,1,82.55,2,3,7,0.78,15,84.72,0,1
1212,59.99,1.78,17,2,980,510,9,12,1,3,0,0,2,2,3,19,0.0,0,3,1,0,51,37,0,67.27,2,1,1,0.93,16,78.12,0,1
1213,52.72,2.78,17,12,746,281,7,42,5,1,0,0,2,3,0,11,0.08,4,1,0,3,179,38,0,46.01,0,1,3,0.88,14,5.57,0,0
1214,53.94,1.7,14,11,132,754,4,30,6,0,2,1,1,7,1,17,0.04,3,9,1,0,4,33,1,55.26,1,9,1,0.68,9,10.65,0,1
1215,51.42,2.06,17,5,970,463,2,9,5,2,2,1,3,6,3,6,0.02,3,4,5,1,124,44,1,21.62,1,5,4,0.91,13,49.68,0,0
1216,54.97,2.27,16,13,767,368,7,25,9,4,3,0,0,15,3,29,0.04,2,4,9,0,33,40,0,88.94,3,3,6,0.54,1,69.58,1,1
1217,56.0,2.76,9,6,569,490,5,4,4,0,1,1,2,15,0,18,0.02,1,6,6,2,148,18,1,70.97,0,4,4,0.66,4,71.36,0,1
1218,50.44,2.0,15,10,303,713,1,21,4,1,3,1,1,0,1,15,0.01,1,5,2,0,81,55,1,38.34,0,9,4,0.87,1,78.73,0,1
1219,39.88,2.4,19,7,386,185,5,43,3,2,2,1,2,5,2,20,0.02,4,2,0,0,34,47,0,54.7,0,1,4,0.79,0,3.76,0,1
1220,71.11,1.47,11,10,198,643,1,14,6,2,1,1,3,11,2,16,0.01,4,9,3,0,112,58,1,67.07,0,0,5,0.89,4,82.86,0,1
1221,43.28,1.72,9,3,351,116,3,46,1,1,3,1,3,6,1,27,0.07,3,9,9,1,67,28,1,49.36,0,7,8,0.69,7,12.81,0,1
1222,42.06,2.36,17,14,484,272,6,34,5,3,1,1,3,2,1,19,0.06,1,4,3,0,31,50,1,20.88,0,1,2,0.68,4,30.88,0,0
1223,42.76,2.24,16,11,377,434,4,17,1,4,0,0,2,13,2,11,0.03,2,4,0,2,211,24,0,46.36,0,4,4,0.51,5,34.52,0,0
1224,45.06,2.29,19,14,519,449,5,21,6,2,0,0,1,0,2,19,0.01,2,2,4,2,231,39,0,8.19,3,2,1,0.62,6,29.54,0,0
1225,58.45,1.86,12,6,700,774,3,24,5,3,4,1,3,0,0,6,0.06,0,9,7,0,210,38,0,44.33,0,1,2,1.0,9,95.83,0,1
1226,56.28,2.61,10,12,996,112,9,37,7,3,2,1,0,1,1,4,0.03,4,8,8,0,63,32,0,84.08,3,6,2,0.56,6,31.52,0,1
1227,35.92,2.65,17,8,903,333,1,5,6,1,4,0,4,7,2,28,0.07,3,8,3,2,22,50,1,83.11,3,2,9,0.87,11,71.69,1,1
1228,35.5,2.23,20,6,491,104,3,32,2,2,3,1,4,19,1,12,0.03,0,4,3,2,225,58,1,74.81,1,9,4,0.51,10,85.08,0,1
1229,34.07,2.32,15,12,105,789,9,36,6,2,3,1,0,1,1,10,0.03,4,3,5,3,168,33,0,42.5,2,2,8,0.81,3,21.75,0,1
1230,51.82,1.31,10,13,824,724,4,6,1,0,1,1,0,5,2,10,0.07,1,2,1,0,90,20,0,9.46,1,5,5,0.87,2,60.17,0,0
1231,56.52,1.83,16,8,826,535,9,12,2,4,4,0,3,14,1,22,0.07,0,0,4,2,149,21,0,1.27,2,8,0,0.85,13,29.61,0,1
1232,68.51,2.01,8,10,623,506,1,33,5,4,2,1,2,18,1,18,0.05,0,3,2,2,188,58,0,7.87,2,6,8,0.77,7,82.37,0,0
1233,50.09,1.82,7,9,981,522,7,20,6,4,2,0,3,11,3,14,0.08,0,6,3,2,173,59,0,29.37,0,1,8,0.52,10,88.31,0,0
1234,44.1,2.59,20,11,257,308,5,24,9,4,2,0,2,3,2,14,0.01,1,0,5,1,8,56,0,93.07,2,3,9,0.55,0,84.51,0,1
1235,36.41,2.28,9,11,335,282,4,24,8,0,2,1,4,7,3,27,0.02,0,7,7,0,84,23,0,99.48,1,2,0,0.54,4,66.05,0,1
1236,29.76,1.7,15,4,650,654,2,3,2,4,3,0,4,8,0,16,0.09,1,3,3,0,110,57,0,28.86,2,5,1,0.83,0,67.11,0,1
1237,49.41,1.95,8,4,530,573,7,17,2,2,1,1,2,19,2,13,0.09,3,9,1,3,2,52,0,45.03,0,2,3,0.6,19,27.29,0,0
1238,44.3,2.25,20,11,424,61,7,7,5,0,1,1,4,10,0,2,0.04,3,2,6,0,74,29,1,80.24,1,5,6,0.77,18,10.98,0,1
1239,50.93,2.03,8,2,210,76,7,45,8,0,1,0,1,17,2,18,0.06,1,2,2,1,167,57,0,61.61,2,7,8,0.98,4,47.71,0,1
1240,55.23,2.39,17,3,154,82,8,8,7,3,3,0,3,16,3,6,0.04,0,3,1,3,118,59,0,84.21,0,9,6,0.79,6,47.2,0,1
1241,49.77,1.81,12,4,781,478,4,29,7,4,2,1,2,7,0,16,0.02,2,8,5,0,35,29,1,12.84,0,5,2,0.51,9,44.78,0,0
1242,47.52,2.39,11,3,579,784,6,47,8,3,3,1,2,16,2,6,0.09,4,1,6,2,117,58,1,10.11,3,4,3,0.65,9,71.88,0,1
1243,37.55,2.46,19,13,101,326,7,32,7,4,3,1,0,4,0,20,0.02,3,2,4,0,178,32,1,59.84,0,3,3,0.76,7,82.93,0,1
1244,52.41,1.88,16,14,236,630,9,28,1,2,3,0,1,7,2,10,0.01,2,5,4,3,188,50,0,53.42,0,8,1,0.65,16,38.6,0,1
1245,49.57,1.74,17,14,462,606,4,21,2,2,2,1,3,19,0,9,0.04,3,0,3,3,97,53,0,14.23,3,6,3,0.85,10,68.47,0,0
1246,45.35,1.47,15,6,989,443,8,43,6,0,2,1,0,14,0,19,0.0,3,9,6,0,42,37,1,33.6,2,5,6,0.75,19,65.55,0,0
1247,41.34,1.6,11,2,125,364,1,14,7,0,4,0,1,12,0,24,0.07,1,5,7,3,103,51,1,78.71,1,0,4,0.8,10,83.35,0,1
1248,54.83,2.66,11,8,260,507,3,14,5,2,2,1,2,15,1,16,0.06,1,5,4,0,23,31,1,74.71,0,5,0,0.59,7,36.27,0,1
1249,24.02,1.69,18,7,156,149,8,49,3,0,2,1,1,7,0,5,0.01,3,0,9,0,224,45,0,54.76,0,1,9,0.91,12,83.23,0,1
1250,38.86,2.77,19,12,832,773,5,19,9,2,0,1,0,15,0,10,0.09,4,3,8,2,96,36,1,37.76,0,5,3,0.69,5,79.74,0,0
1251,54.98,2.04,20,13,467,671,6,34,4,2,3,1,1,17,2,25,0.1,3,9,1,3,57,51,1,35.36,0,2,2,0.71,4,40.38,1,1
1252,48.04,1.86,8,4,528,796,2,22,6,4,0,1,1,16,2,3,0.05,3,5,6,3,89,48,0,70.34,2,2,6,0.89,9,68.26,0,1
1253,47.6,1.6,10,3,886,684,4,10,9,1,1,1,1,16,3,22,0.1,0,6,5,3,18,50,1,91.63,2,9,3,0.98,19,10.39,0,1
1254,49.16,1.9,17,13,868,641,7,13,7,3,4,0,2,2,3,16,0.06,0,1,3,1,144,36,0,77.57,2,4,7,0.79,12,51.56,0,1
1255,40.91,1.86,20,2,680,779,9,9,7,0,2,0,2,0,3,6,0.1,1,4,3,1,129,57,1,11.01,1,2,0,0.67,11,23.62,0,0
1256,45.9,1.65,17,10,192,237,5,13,3,3,4,0,1,18,1,19,0.04,2,6,7,1,103,55,0,1.05,1,0,2,0.6,12,8.16,0,1
1257,62.08,1.02,7,1,737,545,6,19,3,4,4,0,1,17,0,8,0.04,2,3,2,1,219,36,0,97.21,3,3,7,0.79,5,80.86,0,1
1258,44.53,2.56,11,10,440,693,2,21,2,4,1,0,2,4,3,2,0.07,4,5,0,1,220,49,1,63.09,1,4,5,0.59,13,93.75,0,1
1259,28.72,0.91,18,13,178,666,4,11,9,4,0,1,3,0,0,2,0.04,1,1,1,0,195,27,1,45.85,3,7,4,0.58,11,57.74,0,0
1260,34.25,2.05,7,8,695,71,7,11,8,2,0,0,3,5,3,10,0.07,4,9,4,2,31,33,0,20.62,1,6,2,0.89,13,12.71,0,0
1261,41.59,1.11,20,11,505,242,3,49,7,1,3,0,0,5,2,24,0.04,3,5,0,1,148,26,0,0.06,1,9,2,0.62,16,45.24,0,1
1262,49.26,1.6,11,12,602,765,5,45,3,3,4,1,1,6,1,27,0.06,4,5,5,1,53,42,0,63.9,1,0,4,0.71,0,6.56,0,1
1263,46.03,1.91,17,7,649,97,6,28,8,4,0,0,1,15,0,25,0.03,0,7,2,3,121,35,0,9.07,3,7,1,0.81,2,90.15,0,0
1264,39.39,1.39,7,3,978,327,4,47,5,4,2,1,2,7,1,3,0.02,2,0,4,3,75,35,0,6.75,3,6,0,0.85,6,19.08,0,0
1265,56.58,1.69,12,7,240,474,1,24,5,0,2,1,1,16,1,16,0.03,3,0,1,0,28,35,0,2.55,2,9,6,0.62,8,39.17,0,0
1266,45.16,2.54,11,5,680,264,5,43,2,1,2,1,2,17,2,26,0.04,3,4,5,2,178,38,1,47.89,1,3,7,0.5,3,95.1,0,0
1267,46.56,2.06,9,6,861,724,0,33,8,2,4,0,4,1,2,18,0.01,4,9,0,0,22,25,0,90.51,2,3,2,0.71,0,83.62,0,1
1268,27.92,2.31,13,3,127,359,3,39,8,0,0,1,2,18,0,27,0.03,0,4,9,2,77,27,1,89.26,2,8,8,0.74,2,65.85,0,1
1269,55.46,3.56,17,6,573,146,4,26,2,4,2,0,4,11,0,24,0.07,3,2,2,1,66,49,1,16.28,1,6,9,0.97,14,78.76,1,0
1270,46.43,1.97,20,6,104,430,8,35,8,2,2,1,4,1,2,25,0.07,0,6,5,1,31,28,0,68.66,3,8,9,0.85,19,84.92,0,1
1271,37.19,2.09,12,9,520,112,7,40,5,3,0,1,2,3,2,27,0.06,2,4,7,1,37,32,1,65.63,2,0,1,0.5,9,10.29,1,1
1272,59.44,2.35,15,1,810,427,4,28,5,2,0,0,3,14,2,3,0.01,3,8,9,0,197,28,1,13.22,2,6,9,0.75,11,27.32,0,0
1273,48.7,2.17,18,13,627,689,5,40,4,3,4,1,3,7,3,3,0.08,3,8,5,1,112,29,1,78.49,3,7,4,0.69,16,0.53,0,1
1274,45.74,1.08,18,10,653,680,1,36,2,0,0,1,2,9,3,2,0.07,2,1,8,3,216,57,1,28.21,0,7,8,0.86,8,78.2,0,0
1275,32.75,1.57,16,8,250,282,8,20,5,4,2,1,0,16,1,20,0.07,3,2,9,3,239,28,1,59.32,2,0,0,0.67,10,85.88,0,1
1276,48.95,1.89,9,4,693,543,4,49,5,2,1,1,2,9,2,29,0.09,2,6,0,1,107,41,1,46.67,0,0,6,0.9,12,33.86,0,0
1277,38.54,1.55,12,9,469,134,8,35,1,2,2,0,2,15,0,26,0.09,1,5,7,0,167,35,0,22.39,0,9,4,0.56,6,30.08,0,0
1278,31.39,2.22,15,2,775,278,1,13,4,3,2,0,4,9,0,9,0.05,4,7,5,1,71,28,0,28.51,1,8,4,0.88,9,47.36,0,0
1279,44.67,1.93,13,5,529,248,3,8,6,0,2,0,3,12,0,15,0.06,4,1,0,0,40,55,1,68.25,3,5,8,0.85,16,4.2,0,1
1280,46.57,2.0,13,14,727,327,8,17,1,2,2,0,0,4,0,12,0.05,1,9,5,0,89,25,0,40.93,2,3,1,0.77,15,91.35,0,0
1281,42.4,1.12,16,5,744,290,8,40,7,0,1,0,0,17,0,1,0.04,4,2,6,3,233,20,0,45.39,3,5,6,0.82,17,32.24,0,0
1282,41.86,2.25,12,12,150,62,5,0,4,1,2,0,3,9,3,5,0.06,2,4,1,1,172,41,0,74.37,0,8,2,0.68,18,55.54,0,1
1283,54.99,1.56,16,12,830,644,5,49,0,1,3,1,4,0,3,5,0.0,1,0,1,1,15,51,1,87.34,3,4,2,0.71,12,0.68,0,1
1284,45.42,1.51,14,7,257,564,1,43,6,2,2,1,2,15,1,21,0.03,2,4,3,1,219,32,1,54.41,1,5,4,0.84,6,98.19,0,1
1285,56.19,1.97,14,12,564,349,6,21,2,3,2,1,2,18,0,11,0.05,1,8,8,2,94,38,1,73.28,1,2,0,0.69,19,68.42,0,1
1286,32.87,2.21,8,12,682,495,2,10,4,4,4,0,0,7,2,26,0.05,1,3,3,1,40,44,0,67.11,2,4,5,0.87,13,83.85,0,1
1287,39.58,1.67,12,9,675,356,2,21,1,3,4,0,4,11,1,12,0.09,2,1,8,0,73,29,1,65.71,0,9,3,0.95,10,49.08,0,1
1288,44.12,2.54,14,14,967,304,0,49,6,1,2,1,0,14,0,25,0.09,1,2,0,0,222,33,0,99.91,1,3,7,0.64,0,65.08,1,1
1289,29.3,1.67,19,10,418,792,8,12,9,0,1,1,4,5,0,21,0.06,4,6,7,1,225,54,0,53.3,1,0,8,0.8,17,20.47,0,1
1290,36.04,2.9,11,7,168,757,1,10,1,4,3,0,3,12,2,25,0.03,4,9,8,0,96,34,1,40.21,2,5,0,0.7,10,61.77,1,1
1291,63.23,2.32,14,10,256,542,1,42,3,2,1,0,1,4,2,5,0.09,3,0,6,0,103,24,1,47.8,0,1,5,0.82,8,25.62,0,0
1292,43.31,2.09,12,3,208,736,7,18,6,4,1,0,1,3,0,21,0.08,3,6,5,3,94,47,0,46.83,3,4,0,0.65,11,4.58,0,0
1293,40.17,2.32,20,4,834,417,0,8,4,2,2,1,4,1,3,14,0.06,2,4,2,3,120,40,0,39.97,2,0,9,0.56,5,63.76,0,0
1294,34.4,1.46,20,12,994,148,5,43,8,2,0,0,1,18,1,28,0.04,0,2,6,2,9,44,0,47.12,2,8,9,0.75,13,0.47,0,0
1295,40.73,2.88,14,12,598,238,5,10,5,2,1,0,0,0,2,18,0.02,2,7,1,3,93,29,0,27.17,2,2,7,0.73,2,46.34,0,0
1296,53.28,2.72,12,5,954,81,4,46,3,2,4,0,3,17,3,21,0.04,2,3,6,3,69,32,0,2.07,2,4,3,0.54,7,25.39,0,1
1297,51.98,2.65,17,10,574,573,7,4,3,4,0,1,3,1,1,3,0.02,4,7,5,2,137,57,1,65.34,1,8,4,0.57,12,45.69,0,1
1298,55.05,1.28,15,1,348,525,0,39,9,3,0,0,2,3,0,24,0.03,1,8,0,1,145,37,0,14.77,3,3,4,0.9,17,48.58,0,0
1299,46.58,3.19,16,13,625,516,1,45,3,1,1,0,4,11,1,16,0.04,4,1,4,1,72,56,0,25.77,1,0,1,0.93,13,60.02,0,0
1300,56.91,1.93,20,3,323,282,9,48,2,2,3,1,1,0,0,27,0.09,4,9,0,1,221,56,0,88.73,2,3,1,0.8,8,47.26,0,1
1301,53.67,2.07,15,5,743,299,7,41,2,0,0,0,3,6,2,8,0.1,3,8,2,3,204,45,1,59.12,1,4,8,0.83,18,83.51,0,1
1302,35.15,1.24,9,8,621,653,4,47,4,0,0,0,1,12,1,30,0.03,0,4,6,3,77,28,1,52.24,3,8,4,0.88,5,48.58,0,1
1303,51.58,2.48,19,2,951,791,0,27,8,0,2,1,3,7,1,7,0.01,2,1,4,3,197,58,1,3.65,2,1,5,0.61,10,28.17,0,0
1304,60.51,1.8,9,9,417,223,8,49,4,1,4,0,1,15,3,20,0.09,0,8,0,1,69,34,0,51.48,1,4,2,0.62,1,22.17,0,1
1305,37.47,2.07,9,1,737,630,9,33,4,2,2,1,3,0,3,25,0.0,2,1,8,1,6,29,1,36.8,3,6,4,0.56,16,40.16,0,0
1306,39.45,1.12,8,5,927,114,3,32,8,3,4,0,3,14,1,16,0.04,1,2,8,0,43,48,0,40.6,3,9,4,0.74,8,11.62,0,1
1307,43.19,2.3,12,6,764,269,2,48,7,4,1,0,1,4,0,27,0.09,4,5,1,2,131,20,0,26.58,1,7,8,0.66,13,95.72,1,0
1308,31.59,1.64,10,11,748,282,6,23,0,2,3,0,0,18,1,16,0.1,4,8,6,3,232,59,0,33.92,0,5,9,0.92,16,1.1,0,1
1309,34.75,2.44,19,14,639,477,3,40,9,4,3,0,2,16,3,28,0.06,2,4,2,3,180,34,1,17.35,0,9,4,0.88,6,28.09,1,1
1310,50.9,2.07,7,2,295,578,4,34,8,2,1,0,1,1,0,22,0.06,0,7,3,0,212,21,1,95.82,2,3,1,0.94,14,54.92,0,1
1311,69.24,2.21,17,1,175,524,8,16,6,1,4,0,4,3,2,20,0.01,0,7,9,3,215,49,0,76.24,1,3,6,0.96,1,59.95,0,1
1312,34.29,1.88,19,7,729,610,0,30,7,4,1,1,3,15,3,20,0.06,4,1,4,2,83,56,0,2.57,2,3,2,0.78,3,66.15,0,0
1313,40.15,1.32,16,2,182,792,4,27,1,4,2,1,3,6,3,28,0.05,4,0,1,0,193,55,0,19.15,3,0,5,0.66,15,57.87,0,0
1314,33.8,1.56,18,14,409,559,1,46,5,4,4,1,0,8,1,27,0.03,4,9,3,3,167,29,1,75.18,2,7,8,0.79,14,60.53,0,1
1315,33.22,1.45,20,4,706,737,0,38,2,2,1,1,4,12,0,3,0.02,0,8,0,1,126,26,0,70.28,1,9,7,0.84,4,6.46,0,1
1316,44.84,1.89,8,6,501,92,5,31,1,4,2,1,4,8,2,18,0.01,4,9,4,3,96,54,1,61.36,2,3,3,0.79,14,9.76,0,1
1317,25.67,1.32,11,3,954,709,4,37,5,3,3,0,3,8,0,12,0.06,1,2,5,1,52,24,1,50.86,1,5,8,0.66,5,9.78,0,1
1318,44.61,1.67,16,3,371,288,1,16,3,2,3,1,2,6,0,2,0.02,2,2,0,0,66,28,0,93.38,3,8,0,0.75,19,54.44,0,1
1319,41.03,2.08,8,7,506,314,7,27,3,0,3,1,0,10,0,4,0.07,2,0,8,2,179,38,0,37.8,0,6,9,0.79,2,64.16,0,1
1320,31.86,1.38,12,10,108,158,3,11,8,2,1,1,0,13,3,30,0.08,1,9,1,0,79,29,0,29.71,2,0,0,0.51,10,74.57,0,0
1321,45.95,2.48,7,12,576,416,2,30,3,3,1,1,4,13,0,3,0.01,2,8,0,2,63,29,0,35.38,2,9,6,0.58,18,12.11,0,0
1322,40.23,2.4,20,9,898,585,0,1,9,3,3,1,2,4,3,8,0.0,1,6,3,2,221,34,0,18.52,1,2,8,0.67,9,34.98,0,1
1323,54.72,2.06,13,11,527,241,9,25,6,2,4,0,2,12,3,15,0.08,1,3,4,2,39,28,1,50.48,3,2,1,0.62,5,97.97,0,1
1324,55.48,2.34,8,6,613,767,0,0,4,4,4,1,2,9,3,18,0.0,3,2,6,2,140,36,1,20.66,0,8,6,0.85,13,77.46,0,1
1325,43.17,2.14,10,12,427,78,7,42,5,1,0,1,4,10,3,14,0.09,3,0,5,3,136,39,1,46.72,2,8,1,0.9,6,68.41,0,0
1326,49.53,2.12,14,3,818,493,8,48,9,4,1,0,2,11,1,1,0.07,2,6,6,2,241,38,0,79.63,3,8,8,0.56,14,60.92,0,1
1327,51.57,1.54,19,1,433,698,7,26,6,0,0,0,1,0,3,7,0.07,1,3,2,0,1,47,0,96.34,3,7,0,0.72,2,31.06,0,1
1328,26.53,1.6,8,11,475,109,2,9,7,0,4,0,4,8,0,5,0.09,3,4,0,3,164,30,0,97.47,2,6,1,0.94,18,70.88,0,1
1329,39.75,1.68,17,12,468,573,3,40,1,2,4,0,1,10,0,6,0.08,2,3,7,1,4,51,1,81.8,3,6,8,0.94,4,74.41,0,1
1330,34.24,1.66,20,14,594,304,3,40,9,3,4,1,0,10,2,20,0.03,2,7,4,3,73,32,0,66.93,3,6,3,0.93,6,46.1,0,1
1331,39.8,2.35,9,2,683,463,1,42,8,3,2,0,2,7,2,16,0.08,1,0,0,0,71,37,0,48.41,0,4,3,0.97,0,35.83,0,0
1332,53.83,1.81,10,1,598,374,9,39,3,3,2,1,2,18,1,19,0.07,4,0,0,3,241,50,1,8.27,2,3,8,0.69,1,19.94,0,0
1333,58.95,1.3,9,6,996,407,6,34,2,3,0,0,2,17,1,7,0.06,3,9,2,3,193,38,0,17.35,2,8,1,0.79,6,52.04,0,0
1334,45.65,2.29,10,8,503,621,1,4,9,3,2,0,1,0,1,21,0.05,2,3,0,0,203,59,0,6.25,3,3,2,0.69,19,75.97,0,0
1335,45.65,1.8,17,12,355,299,1,48,9,3,0,0,1,2,0,27,0.09,1,7,7,3,220,18,0,83.81,1,1,6,1.0,4,0.14,0,1
1336,50.35,2.53,15,5,275,732,1,30,7,4,1,0,4,10,0,24,0.01,0,8,2,1,73,26,0,67.85,0,7,8,0.82,16,49.63,0,1
1337,54.06,2.2,7,6,411,778,2,38,8,1,4,0,0,14,2,9,0.08,0,2,7,2,196,28,0,52.81,1,0,0,0.98,14,3.61,0,1
1338,54.24,2.8,12,7,690,713,3,44,2,2,1,0,1,13,0,13,0.09,1,8,2,1,144,29,1,69.7,1,6,0,0.95,17,93.46,0,1
1339,41.49,2.27,8,11,516,688,9,27,1,3,4,1,1,2,1,22,0.03,2,9,6,0,217,24,0,55.5,2,9,1,0.79,7,84.09,0,1
1340,48.12,1.96,20,2,960,444,3,28,5,3,3,1,0,4,2,26,0.03,2,8,7,2,28,22,1,50.27,2,6,6,0.66,7,14.36,0,1
1341,44.91,1.77,15,1,428,644,0,38,4,3,0,0,4,12,0,10,0.09,0,0,5,3,76,47,0,24.65,2,1,6,0.71,6,7.44,0,0
1342,13.9,2.2,7,5,567,719,3,20,3,3,0,0,3,17,1,25,0.07,3,9,5,2,182,22,0,89.66,1,4,0,0.93,4,59.22,0,1
1343,36.07,2.92,18,3,626,628,5,47,8,3,0,0,1,1,1,24,0.09,3,8,6,0,203,49,0,32.49,1,3,2,0.77,8,57.4,0,0
1344,42.88,0.71,11,3,498,538,0,8,4,4,1,0,2,8,3,29,0.07,2,7,8,2,28,48,0,16.25,0,1,1,0.87,12,8.53,0,0
1345,53.97,1.68,20,9,930,572,9,16,9,1,2,1,1,19,3,21,0.02,3,4,8,2,71,19,1,88.41,3,2,4,0.7,5,25.97,0,1
1346,29.32,2.06,13,14,115,777,1,43,5,0,1,1,0,3,1,10,0.06,2,4,2,1,78,40,0,44.95,3,6,3,0.95,3,14.16,0,0
1347,47.83,1.82,10,9,734,287,8,8,3,1,2,0,2,18,1,2,0.04,1,2,0,3,167,39,1,49.01,0,2,4,0.68,5,8.29,0,0
1348,38.76,2.03,8,10,364,117,9,49,5,2,4,0,2,3,0,8,0.05,1,0,2,2,53,25,1,88.45,1,1,6,0.53,9,58.59,0,1
1349,40.47,3.14,15,6,736,368,0,19,2,4,3,1,4,10,0,25,0.08,4,4,1,1,58,21,0,90.77,1,4,7,0.97,8,13.13,1,1
1350,45.68,2.36,14,7,708,655,4,33,6,4,2,1,0,5,1,26,0.01,2,9,7,2,91,50,1,46.62,3,3,5,0.93,14,94.13,1,0
1351,52.06,1.25,7,13,982,177,3,14,0,3,4,0,4,7,1,20,0.09,0,9,1,2,168,36,1,3.34,1,1,1,0.87,12,44.76,0,1
1352,33.76,1.94,11,13,425,597,9,17,0,1,4,1,3,18,1,9,0.08,0,2,3,3,191,57,1,92.63,0,8,5,0.81,14,3.07,0,1
1353,49.93,2.31,18,3,569,373,3,16,6,4,4,0,4,10,3,8,0.0,1,8,9,3,118,57,1,89.69,0,7,2,0.77,11,82.54,0,1
1354,59.35,2.66,15,9,510,269,6,6,4,4,0,0,2,10,0,21,0.01,2,7,4,0,133,54,0,90.19,2,6,0,0.54,5,77.95,1,1
1355,65.52,2.12,10,2,277,597,4,44,7,4,4,1,1,4,2,4,0.05,4,7,0,3,59,26,1,62.33,0,9,0,0.92,15,43.06,0,1
1356,43.07,2.3,11,5,261,202,5,25,3,1,3,1,1,17,0,25,0.09,1,3,9,2,143,31,1,3.91,0,4,4,0.79,10,87.52,0,1
1357,45.06,2.08,9,5,110,392,5,24,5,4,4,1,3,17,0,9,0.02,3,1,2,1,184,59,0,8.72,3,1,5,0.6,1,26.1,0,1
1358,54.39,1.53,19,4,621,250,9,1,2,1,4,0,0,13,0,7,0.08,3,3,8,3,215,36,1,21.92,0,7,9,0.96,1,51.01,0,1
1359,43.2,1.88,13,4,277,723,3,38,0,2,0,0,1,13,0,14,0.04,3,5,1,3,179,21,1,47.37,1,6,6,0.62,14,14.72,0,0
1360,41.99,2.2,19,12,760,667,7,7,2,3,0,0,3,7,0,29,0.01,2,9,9,3,203,39,1,81.34,2,0,2,0.74,19,93.7,1,1
1361,40.12,1.95,7,9,719,280,9,27,7,2,4,1,2,2,2,1,0.0,1,9,4,0,202,45,0,56.88,0,1,5,0.6,0,10.97,0,1
1362,50.07,2.07,8,1,891,151,7,30,3,3,1,1,0,2,1,13,0.08,2,1,1,1,95,19,0,1.37,0,1,2,0.99,7,15.09,0,0
1363,30.68,1.71,8,5,608,210,4,47,8,3,4,1,0,6,0,25,0.03,4,7,0,0,123,45,0,96.63,1,8,3,0.8,15,65.01,0,1
1364,39.91,2.3,8,5,746,71,2,47,2,1,0,0,3,15,1,1,0.05,1,0,5,3,43,44,0,69.45,1,1,1,0.92,8,27.23,0,1
1365,48.92,2.13,13,8,854,659,9,44,1,1,3,0,0,17,0,29,0.03,0,7,3,0,26,31,0,61.59,1,4,6,0.97,2,99.78,1,1
1366,49.32,2.3,13,10,566,242,4,46,1,0,1,1,4,13,1,25,0.02,0,0,0,0,84,41,1,49.75,0,6,7,0.98,10,87.17,1,0
1367,49.53,1.62,7,13,456,747,4,6,0,4,2,0,4,2,2,5,0.04,0,6,2,3,69,40,0,77.2,2,4,8,0.79,12,4.63,0,1
1368,47.16,1.95,8,10,616,295,6,44,7,1,2,1,3,1,1,11,0.03,1,4,8,0,57,49,0,31.23,0,3,1,0.69,5,14.26,0,0
1369,35.99,2.1,17,4,560,483,0,9,5,3,0,0,4,14,0,28,0.09,3,9,1,1,73,39,1,43.84,2,3,2,0.9,18,88.65,0,0
