,Daily_Active_Time,In_Game_Currency_Earned,Purchase_History,Time_of_Purchase,Churn_Rate,In_Game_Purchases,Discount_Utilization,Quest_Completion_Rate
4738,1.36,113,1,1,0.01,45.34,4,0.91
4574,2.42,650,1,0,0.08,34.28,2,0.57
3065,2.5,341,4,1,0.05,4.75,7,0.75
1264,1.39,978,2,1,0.02,6.75,6,0.85
990,1.91,189,3,0,0.05,35.32,8,0.8
1464,1.45,336,4,2,0.05,3.0,3,0.77
1739,2.25,482,4,3,0.05,11.08,7,0.9
5015,2.3156326917935117,833,2,2,0.05988196464306788,40.05994294198227,0,0.5616524949970497
3402,1.3,725,4,0,0.08,74.0,4,0.9
353,2.15,957,3,1,0.01,65.78,7,0.71
5316,2.427107374632601,360,2,1,0.08700976133023645,44.41710192193692,6,0.568905640474381
5439,2.500529184493885,373,1,1,0.0835212668267427,37.49345203485406,8,0.8046834837735424
4896,1.88,127,1,3,0.02,4.89,4,0.96
1489,1.92,145,0,0,0.05,52.69,3,0.89
4686,1.56,516,4,1,0.03,75.65,1,0.63
4672,2.46,420,1,2,0.01,22.37,8,0.68
3130,2.03,759,1,3,0.04,78.74,4,0.55
1228,2.23,491,3,1,0.03,74.81,9,0.51
4147,1.6,206,0,2,0.08,51.05,1,0.96
3411,1.44,192,0,2,0.09,63.57,9,0.93
3800,1.94,396,4,3,0.04,12.92,1,0.73
6601,1.7000846015253945,931,1,2,0.009317540897534891,1.635583745993479,6,0.8475070501271161
3682,2.15,180,4,3,0.01,34.54,4,0.99
6524,1.521231229976153,833,1,1,0.0012235493056530755,20.92933523488573,1,0.5216313990742041
52,1.42,140,4,0,0.08,63.78,2,0.75
4174,0.63,287,1,3,0.06,86.04,6,0.65
3759,2.11,129,4,0,0.02,25.84,2,0.86
4885,2.08,533,1,2,0.07,84.05,0,0.83
3085,1.71,974,2,0,0.01,63.58,9,0.97
159,1.85,975,4,2,0.05,62.65,8,0.77
4295,2.57,386,4,1,0.02,96.9,1,0.76
1587,0.88,210,4,3,0.1,79.09,1,0.53
1589,2.79,312,3,3,0.05,5.77,7,0.96
1479,2.5,997,3,1,0.1,8.41,3,0.51
4368,2.14,697,1,2,0.09,64.95,0,0.96
3145,2.11,663,3,1,0.08,16.04,4,0.89
1469,2.06,532,3,0,0.02,17.19,4,0.99
4144,2.45,851,3,3,0.01,66.22,2,0.95
3094,1.76,608,1,0,0.09,33.31,8,0.94
3815,2.08,364,1,2,0.01,49.27,6,0.86
4410,2.2,658,4,1,0.03,41.78,2,1.0
2078,1.42,400,4,0,0.03,82.84,9,0.77
6829,1.3070458650770875,628,1,1,0.02764718223736107,40.521018826152776,6,0.825292266439584
4378,2.15,139,4,0,0.08,86.16,9,0.6
6890,1.4894393174759726,890,0,2,0.06276331702962458,40.09134603150355,2,0.9282899510888737
3563,3.0,111,0,1,0.02,28.55,8,0.87
2828,1.96,363,3,1,0.0,5.91,8,0.58
436,2.29,896,2,2,0.06,55.77,8,0.87
3948,2.14,954,2,3,0.03,82.85,7,0.66
6753,1.0680911132176192,631,1,2,0.02,41.77386005888933,4,0.5427583573671526
2960,2.51,649,0,3,0.0,62.1,9,0.84
6417,1.8502116623654523,111,1,2,0.029621790282761025,33.133048032703385,3,0.7640544757069025
1588,1.42,523,1,1,0.0,79.13,9,0.57
4545,1.53,510,3,0,0.01,49.42,5,1.0
2780,2.24,742,3,1,0.06,77.67,2,0.74
5132,2.132221538779075,921,2,0,0.05799553549475692,18.987342724539086,5,0.8245100451367969
1590,1.01,345,0,2,0.09,37.59,0,0.55
6437,2.1888852953353037,774,1,0,0.05580326770326581,37.22896279978704,6,0.6995081692581645
973,2.18,105,0,1,0.05,91.7,1,0.96
1238,2.25,424,1,0,0.04,80.24,5,0.77
2951,2.79,414,3,0,0.02,19.29,1,0.6
2342,2.04,170,1,1,0.05,92.64,8,0.9
4930,2.6,143,0,1,0.05,95.7,5,0.86
5108,2.1535508701375816,800,1,2,0.055667670684804,22.389738956660814,7,0.6305538821919934
6848,1.9182857695894622,326,1,2,0.06562789797380847,13.950080316837823,5,0.7717873702707477
5955,1.578135240302917,592,0,0,0.08242230167928821,29.0664889404014,6,0.8945338100757292
2231,2.26,433,3,1,0.06,21.18,8,0.93
3460,2.51,782,3,1,0.03,47.72,9,0.62
1497,2.4,322,4,0,0.0,55.4,1,0.86
449,2.41,644,0,3,0.03,27.38,1,0.51
2369,2.06,451,1,3,0.03,33.15,7,0.82
4149,2.14,902,4,3,0.01,11.6,5,0.63
6508,1.98678530373632,112,2,1,0.07138319388802031,30.117429610779634,8,0.6930186977080076
2422,1.61,102,3,3,0.07,5.51,0,0.76
6260,1.4730879146812006,549,1,1,0.03931930941035432,21.90775546487612,1,0.5847648341275198
4405,1.88,970,2,1,0.05,92.36,1,0.6
4087,1.33,634,3,0,0.01,3.34,0,0.56
1551,2.38,291,3,2,0.08,82.08,4,0.74
6844,1.8067336295966732,338,1,2,0.023737444450623774,31.93605537579788,5,0.8487876666481287
1146,1.45,915,1,1,0.07,45.86,0,0.54
4564,2.4,246,1,3,0.04,45.26,6,0.73
2092,1.61,568,3,3,0.07,28.51,9,0.7
1313,1.32,182,2,3,0.05,19.15,0,0.66
2015,1.67,630,0,2,0.1,29.79,4,0.6
187,2.2,232,0,2,0.06,54.4,0,0.67
3742,3.15,384,0,3,0.09,59.26,1,0.99
4101,2.76,933,3,3,0.05,61.57,0,0.8
1381,1.68,916,0,2,0.1,52.73,4,0.94
4245,1.51,507,2,1,0.05,82.27,3,0.97
413,2.24,820,3,3,0.08,93.68,5,0.94
4267,1.65,621,3,2,0.04,18.68,2,0.77
941,1.69,535,3,2,0.06,4.37,3,0.57
801,2.25,638,0,0,0.05,1.28,6,0.86
3336,1.38,520,1,2,0.01,65.05,1,0.8
6533,1.7999585277357093,403,1,2,0.060041472264290796,30.988579574402277,2,0.9165560739618912
2750,0.87,962,4,3,0.07,24.77,4,0.82
3442,2.19,830,1,3,0.08,16.52,1,0.63
4273,2.16,895,4,1,0.09,11.41,9,0.88
256,1.67,761,0,3,0.03,34.1,5,0.67
3956,1.36,585,3,0,0.01,15.37,7,0.52
6841,2.1480568589430087,134,1,0,0.050971570528495595,19.147330937886895,0,0.6221446316061949
3199,1.69,858,1,0,0.02,0.51,7,0.86
2235,1.62,185,1,3,0.06,17.63,5,0.7
647,1.55,927,2,1,0.0,81.27,3,0.68
1767,1.92,112,4,0,0.06,88.85,6,0.71
4778,1.55,677,0,2,0.02,49.35,3,0.97
3425,0.67,578,0,3,0.06,71.51,9,0.88
4977,0.36,805,1,3,0.03,42.31,6,0.99
4076,2.72,480,3,1,0.09,30.63,5,0.5
3606,3.11,500,0,1,0.09,90.26,3,0.62
24,1.6,164,2,1,0.03,76.92,8,0.73
5513,2.0328436614188785,575,1,1,0.03456873228377568,20.8163971915772,6,0.5941801404211401
1088,1.53,641,2,2,0.05,24.89,0,0.54
4319,2.14,432,1,3,0.01,9.25,6,0.98
2694,1.15,465,4,2,0.02,48.15,1,0.81
5275,1.9212988499527144,287,0,1,0.03890919496690006,26.494335532415384,6,0.7413241401702283
4001,2.42,509,4,1,0.07,96.8,0,0.74
112,2.42,511,3,1,0.03,96.29,4,0.54
2841,1.75,246,2,3,0.03,39.88,8,0.53
2311,1.51,954,1,2,0.05,98.09,2,0.84
3799,1.33,972,2,3,0.01,8.03,4,0.65
6625,1.7104367774032914,253,2,2,0.09012278561650931,28.87160655470299,0,0.9575442876698137
5151,1.9296720077832088,336,0,1,0.04378959215744457,5.481538666468844,2,0.8227375529446674
56,2.2,794,4,3,0.05,93.88,1,0.76
1309,2.44,639,3,3,0.06,17.35,9,0.88
695,2.6,910,0,2,0.07,12.13,1,0.52
5076,1.9176075077548806,923,1,2,0.054829379780749726,18.667970288430197,6,0.9154636561916244
1227,2.65,903,4,2,0.07,83.11,2,0.87
1999,1.92,910,0,0,0.08,34.26,1,0.6
276,0.99,962,3,3,0.04,41.29,8,1.0
3961,2.58,873,3,0,0.06,21.35,2,0.57
3979,1.52,725,1,0,0.01,74.47,0,0.66
1833,2.95,144,2,2,0.06,35.32,3,0.73
5527,1.5245752498450096,826,1,0,0.060417288473460805,39.27268076010164,3,0.8824419862926906
682,2.15,346,4,0,0.03,96.15,6,0.55
6177,1.8725359914499764,450,1,1,0.055406708849997696,34.36487835655045,4,0.8502631013250127
6568,2.256419641299319,486,1,2,0.020913571303945527,47.87417358177252,4,0.5736050008723813
5044,2.0202388621013014,748,1,1,0.05,13.615320462661366,2,0.6001194310506506
4883,1.61,371,1,0,0.03,65.72,3,0.76
1137,1.83,368,4,0,0.02,81.5,3,0.62
2767,1.96,930,3,2,0.03,25.43,5,0.79
4666,1.46,586,1,1,0.03,35.46,9,0.77
4387,1.87,704,0,0,0.09,28.51,1,0.65
942,1.77,708,2,1,0.07,57.79,3,0.63
1036,2.01,655,4,0,0.04,81.74,1,0.8
4515,1.89,130,4,3,0.01,53.36,2,0.9
5619,2.3343558447594344,329,1,1,0.04252454566580193,36.445295895883504,6,0.7150490913316039
1346,2.06,115,1,1,0.06,44.95,6,0.95
5242,2.0800077798013605,285,1,0,0.020015559602720903,31.3948393984309,6,0.9199559144589575
4030,2.2,246,2,3,0.08,79.25,2,0.92
2784,1.72,204,1,2,0.09,73.02,3,0.55
6894,2.058431738287683,695,0,1,0.03368634765753657,13.96405729734553,1,0.7279225195479754
2384,1.6,287,1,1,0.05,69.5,6,0.89
2988,1.81,412,4,3,0.06,62.68,2,0.91
115,1.6,273,0,0,0.07,61.26,4,0.89
6078,1.7407311865309252,257,2,2,0.03695161010180607,37.361199939778935,8,0.5508548303054183
3400,2.25,809,0,1,0.02,49.08,8,0.97
6940,2.0560209967046656,491,0,0,0.09780780623901068,38.33698092069073,5,0.5884985188928612
3119,1.84,804,3,3,0.09,17.7,2,0.62
4253,1.83,365,1,2,0.05,95.19,2,0.65
3578,2.34,765,1,2,0.07,38.13,7,0.8
5008,1.5051586732354667,936,0,0,0.09206815724914509,2.4255950376028395,6,0.8979318427508549
2819,1.83,284,2,0,0.04,25.15,2,0.57
3529,2.97,668,2,3,0.04,46.79,6,0.52
6971,2.2504049335440026,499,0,0,0.05013497784800082,21.865329278432398,0,0.9889876661399939
5805,2.559792545983894,834,1,0,0.026639006131185885,30.296718883234938,5,0.86713689576984
6969,1.9752934522609242,780,1,0,0.0654902182579692,14.030562019080413,8,0.6739217460637535
81,2.83,222,3,0,0.09,11.0,1,0.75
3021,1.78,418,3,3,0.05,32.29,4,0.78
1972,2.11,937,3,0,0.0,17.11,8,0.59
1714,2.16,725,3,2,0.02,84.67,4,0.51
4471,2.7,777,4,1,0.04,29.0,8,0.5
5246,1.9117552637288084,687,1,0,0.025011901097899636,42.34179676936007,7,0.9282844065975238
4108,2.38,278,2,0,0.09,7.55,4,0.88
6609,2.304147129741623,701,2,1,0.03,18.84332323968087,1,0.8987631456842929
1946,1.88,210,2,1,0.07,59.41,3,0.73
4291,2.54,150,0,3,0.02,0.51,7,0.76
4427,2.02,240,0,2,0.05,47.3,6,0.72
6788,1.8349798032937408,221,1,2,0.04248990164687042,13.787187169495798,6,0.7515424130831443
3488,2.56,531,0,1,0.01,2.98,1,0.87
1610,2.59,737,1,2,0.09,30.53,9,0.86
4840,1.36,429,0,2,0.02,30.57,1,0.79
1251,2.04,467,3,2,0.1,35.36,2,0.71
3954,1.09,473,4,1,0.02,89.66,7,0.55
3070,1.85,990,2,2,0.04,45.53,1,0.93
6531,1.492560175253498,325,0,0,0.06387398460640398,8.431229584416169,3,0.887747969212808
6813,2.3053924773033825,974,1,0,0.06436197998322868,38.063519236518694,4,0.8822637628978731
4563,2.57,560,1,1,0.01,74.82,0,0.52
5374,2.1991546290822135,338,0,2,0.053192438180368895,8.4659685914507,8,0.8382158021771804
5411,2.050959319574961,468,1,0,0.06,29.24039930114639,5,0.748586035472025
3375,2.39,689,0,2,0.04,90.73,0,0.75
665,2.41,400,1,0,0.06,10.08,0,0.88
2194,2.69,266,1,0,0.02,63.21,1,0.62
4558,1.94,763,0,2,0.07,22.96,6,0.96
5933,1.0127154011595725,993,0,2,0.012766741068403732,22.00240847366726,0,0.6221339285472298
1017,1.61,131,1,1,0.08,70.82,0,0.87
557,2.41,531,2,3,0.07,84.91,1,0.6
4591,1.9,793,2,3,0.03,44.16,4,0.61
6071,1.8719561753521352,289,1,1,0.07,33.94507286892086,5,0.6979208876256483
1207,2.16,289,1,3,0.07,38.29,6,0.91
4490,2.06,192,4,3,0.08,73.34,3,0.81
4166,1.58,152,0,0,0.04,18.63,7,0.56
1510,2.06,322,0,0,0.03,53.69,3,0.53
3646,2.23,390,1,1,0.05,80.62,6,0.99
4534,1.85,238,0,2,0.07,98.65,8,0.6
3211,2.68,435,2,2,0.05,60.12,8,0.57
4750,2.83,580,4,0,0.03,37.55,0,0.83
6471,1.7640904281867469,625,0,1,0.06081028364946743,16.07305853660948,4,0.714328014453728
266,2.05,531,0,3,0.02,88.14,9,0.69
3688,2.76,856,2,3,0.04,67.04,8,0.82
1140,2.33,764,2,2,0.04,51.38,5,0.89
3162,2.4,245,0,0,0.02,62.4,3,0.6
2111,1.98,929,4,1,0.08,77.86,5,0.93
4025,2.03,897,3,1,0.05,86.17,8,0.8
1909,1.93,172,2,1,0.07,24.35,6,0.92
4165,2.28,797,4,1,0.07,70.58,0,0.96
6461,2.8524827058919433,965,0,2,0.03965994320222252,42.952642539904964,6,0.7334697444100013
656,1.69,545,1,2,0.06,19.54,6,0.6
4690,2.55,417,2,1,0.01,2.43,4,0.62
5636,2.1569591575087017,507,0,3,0.08379522567826109,34.56065091571355,2,0.6586143229652167
4464,2.81,374,1,0,0.02,2.69,9,0.86
998,3.03,706,4,1,0.1,68.99,6,0.5
5605,1.7274111127544562,701,0,1,0.022233338263368565,24.887800502863595,5,0.6225888872455438
2834,1.91,522,1,0,0.09,68.17,9,0.56
2809,1.88,173,2,3,0.04,80.69,0,0.55
1784,2.35,968,0,2,0.04,48.18,4,0.97
1237,1.95,530,1,2,0.09,45.03,2,0.6
5808,2.130335817208243,924,1,0,0.07707120112840937,8.639351672761283,5,0.8318405935116462
6421,1.9847871703328441,639,1,0,0.011304587912254964,35.792111964091355,4,0.5508734065960794
4334,2.6,672,1,2,0.0,66.1,3,0.91
4635,1.62,342,4,3,0.05,56.61,0,0.8
5658,2.293978788086074,460,0,1,0.021190101106834412,37.24235254135173,3,0.6839787880860738
6885,1.724004993135983,534,2,2,0.03623279037841781,8.88535704100473,8,0.9307884914050308
2186,1.83,741,0,1,0.01,61.53,9,0.94
2913,1.88,246,3,1,0.09,38.77,8,0.55
1134,1.67,512,2,3,0.02,68.79,9,0.77
908,2.02,534,2,0,0.05,1.1,8,0.8
6945,1.5740323634941142,871,0,2,0.05399640405620952,29.64863435645277,3,0.835931677067981
1303,2.48,951,2,1,0.01,3.65,1,0.61
6506,2.412952521103008,419,1,2,0.012205350573296487,22.34353579312044,7,0.7013183888751994
1627,2.45,196,2,2,0.1,98.61,4,0.71
4483,2.19,347,4,2,0.03,28.51,1,0.74
1522,1.87,552,0,3,0.02,43.51,3,0.94
835,2.31,503,2,2,0.03,95.69,6,0.94
358,1.61,663,1,2,0.02,28.43,7,0.62
138,1.26,988,2,2,0.04,58.4,7,0.78
299,2.26,482,2,2,0.04,85.2,3,0.94
1556,1.75,116,4,3,0.07,58.41,0,0.81
1003,1.54,448,4,1,0.07,31.49,2,0.99
382,2.46,989,1,2,0.04,75.19,0,0.84
6118,1.2408483931304921,908,0,0,0.016638006523326428,42.41176525327928,8,0.8377013507288704
3834,2.28,388,0,3,0.05,71.98,4,0.84
761,1.89,507,1,0,0.04,78.61,1,0.67
5549,2.389466471269147,217,1,2,0.06737803830780424,33.85681004738866,0,0.8289329425382936
5060,2.493938255011798,174,1,0,0.0861472674991573,25.984322149174155,4,0.89920664749691
4643,2.03,118,1,1,0.06,49.06,7,0.95
6212,1.788377497687945,292,0,0,0.0703224122401394,5.344084423584306,1,0.8612896489605575
4707,2.57,140,0,1,0.04,24.58,8,0.72
5948,1.6932725380939617,385,0,1,0.042909067261745204,33.85997138671169,1,0.630909327382548
5377,2.2944200133239905,708,0,0,0.03944749833450116,38.63847129789387,2,0.6977899933380046
1402,1.76,749,0,0,0.0,67.34,3,0.77
5285,1.4343656431059826,816,0,1,0.055436564310598256,6.986936946690432,4,0.9491268713788035
5987,2.5037907950561147,992,1,1,0.026105830176952588,35.14185994629271,3,0.5681852028096671
2721,3.23,753,3,2,0.05,81.83,1,0.73
1932,1.29,796,4,1,0.03,96.69,1,0.62
4220,2.39,692,0,0,0.0,63.52,4,0.72
3560,1.97,851,0,1,0.03,78.75,7,0.97
6269,1.9561324293041906,145,2,0,0.039796443647589,24.18098968952772,1,0.6584668926739523
6394,2.334536291837517,859,1,0,0.058800072750102884,41.145835190122156,1,0.7338668364169068
5120,2.4666828993159027,617,1,1,0.029284191100976333,35.76784970278908,3,0.7799786754136687
5899,2.48075835368408,698,2,1,0.07081640244479231,36.328940977106114,0,0.8850435365705341
3055,2.47,861,2,1,0.07,43.84,5,0.94
5957,2.613420565042981,214,0,1,0.05183733293063843,16.10744927022379,4,0.6853958080280856
3872,1.92,670,0,0,0.08,45.7,7,0.75
6067,1.8096147008577077,330,1,1,0.06961470085770757,14.669886829648075,6,0.9876882051462453
2685,1.91,472,0,3,0.1,51.38,7,0.97
6169,2.212973631639862,752,1,2,0.02,43.5682323980013,4,0.6000830080831087
58,2.3,332,3,2,0.03,94.58,9,0.94
76,2.14,409,0,2,0.01,58.56,2,0.99
796,1.52,585,1,3,0.0,35.62,9,0.95
2416,2.51,737,3,2,0.01,8.69,2,0.85
4110,2.49,544,1,1,0.09,43.18,1,0.53
5097,1.5574055660677097,310,1,3,0.03615839842175394,3.5647110334950405,4,0.5442375976326309
785,1.89,629,1,1,0.01,74.17,2,0.88
3966,1.37,985,2,1,0.01,20.44,2,0.63
6789,2.134382031984962,356,0,1,0.04920326691182512,43.65714018216061,3,0.5436057170956939
3158,2.82,564,0,3,0.08,38.28,0,0.81
3106,2.46,768,3,1,0.01,68.09,8,0.73
4077,1.62,621,2,1,0.09,66.4,4,0.85
2217,2.85,656,4,2,0.03,88.1,3,0.71
6048,1.972825630276909,130,0,1,0.06229676653377866,29.53806745573751,3,0.904664550597996
3613,2.52,736,3,1,0.05,84.14,8,0.51
5706,1.818277809203022,915,0,0,0.04478759094206532,11.165141996165213,5,0.8022157639133487
6434,2.4215851589207382,161,1,2,0.06960371026981545,30.331766525286923,7,0.8380185513490772
4315,2.51,594,3,0,0.05,93.2,1,0.92
5379,1.6857351123392854,301,1,0,0.0826262841352044,27.985016412007646,6,0.7832772070510203
910,2.21,324,3,2,0.08,29.25,9,0.66
2172,2.43,929,1,3,0.06,15.93,7,0.85
1850,2.15,148,4,1,0.01,58.17,9,0.52
2309,2.71,110,2,3,0.06,71.59,4,0.78
6526,1.7769788369035537,927,2,2,0.05155994326358799,17.92488408605858,5,0.824449929079485
1257,1.02,737,4,0,0.04,97.21,3,0.79
2495,1.86,972,3,3,0.04,38.09,6,0.86
5849,2.550124556761328,947,0,2,0.02423487534779831,24.807722491933653,5,0.8145907479132101
4466,1.51,609,3,0,0.07,4.84,3,0.89
3501,2.25,806,1,2,0.04,99.33,8,0.69
1178,1.44,891,1,1,0.04,96.63,6,0.54
6859,2.425274047774976,852,2,1,0.06701826985166508,42.686070432594384,3,0.8266942543632726
5702,2.268229923003228,107,1,1,0.08792292758880495,29.166571281227064,8,0.7131547919375686
442,2.25,424,0,1,0.1,5.3,6,0.74
5343,2.11175733337016,420,0,2,0.044057802468794816,36.08448637065066,4,0.9113063703744622
1399,2.52,383,3,3,0.0,95.11,8,0.87
2973,2.39,659,1,3,0.09,71.94,7,0.69
2884,1.42,719,4,3,0.03,61.27,1,0.71
1457,1.59,828,2,1,0.01,59.08,6,0.96
5604,1.6985219099818716,314,0,2,0.05734211043951172,37.10252819998227,4,0.8268771860806511
6643,2.385011116781147,839,1,2,0.06499696815059625,20.638879756620344,4,0.6549848407529812
3459,1.86,426,1,3,0.05,21.84,3,0.76
1054,2.33,327,4,0,0.09,33.93,8,0.54
3661,1.48,257,0,1,0.06,63.66,8,0.91
5665,1.8892370842517963,553,1,2,0.06,28.221510982643842,4,0.6163309085452292
3275,1.45,988,1,0,0.1,29.88,7,0.58
5344,2.26493469251218,688,0,1,0.05928860792955896,9.39541174274392,3,0.8645610114535878
929,1.37,127,4,1,0.02,11.43,4,0.98
1415,2.16,479,3,0,0.09,59.98,9,0.75
2372,2.48,373,1,3,0.02,71.82,5,0.79
4927,1.62,767,3,2,0.08,77.68,1,0.56
4975,2.56,140,3,1,0.01,8.65,2,0.75
3950,2.28,818,3,0,0.1,50.47,0,0.92
3822,1.81,731,4,0,0.07,34.58,0,0.98
4522,1.93,136,1,2,0.04,65.94,9,0.77
4890,1.33,553,1,3,0.08,37.5,1,0.84
6393,1.560408346959003,852,0,2,0.005968018754540706,14.094899256642442,5,0.6170159906227296
1502,2.86,155,1,3,0.0,31.12,2,0.88
5614,2.030749547456453,439,0,1,0.08141945317427568,16.55981137638894,4,0.6991227969834065
1450,1.38,707,4,2,0.02,21.48,5,0.58
4622,2.64,937,4,0,0.08,48.67,9,0.77
2011,1.08,536,2,0,0.07,97.94,9,0.94
5284,1.1068539234215182,812,0,3,0.07035481944045302,19.73191018199646,4,0.5860319304877012
3515,2.78,822,3,0,0.02,26.47,6,0.81
4734,2.16,388,4,1,0.01,25.88,7,0.89
6594,2.2664125138247546,453,0,0,0.05260610625869237,8.368813116439494,7,0.6202784774408918
6691,1.6332157392513373,974,1,1,0.037734480987076685,11.55857784478165,4,0.8195980325935828
3912,1.68,179,1,0,0.1,57.28,1,0.55
3264,1.23,364,1,2,0.07,86.82,8,0.89
6613,1.8548574502191475,939,1,2,0.08336501106241169,9.404868207889306,0,0.708032394907089
5267,1.3996808397828897,981,1,1,0.02580850386973385,6.5892980596040305,6,0.8577446718263118
6141,2.5886845178805244,479,0,2,0.02121802754968432,36.36956160900865,2,0.7914738071522098
4625,2.71,565,3,1,0.09,83.14,4,0.78
6,1.94,597,1,2,0.01,71.1,3,0.6
2980,1.77,149,3,1,0.09,60.38,9,0.63
2487,2.33,211,3,1,0.06,96.58,3,0.83
3361,1.57,329,4,2,0.06,42.37,0,0.86
678,1.62,615,2,0,0.08,17.94,9,0.54
1943,2.29,593,4,1,0.06,90.0,4,0.66
4552,2.31,976,4,3,0.01,42.94,3,0.79
6416,1.795958786951076,904,0,1,0.03739381804266143,23.45181971299921,4,0.7495752721706458
5896,2.414212994506564,831,1,2,0.03736101648030879,27.542851424790626,6,0.7467581867768329
5351,2.3562707689529208,563,1,0,0.03301939182271244,35.768452237008276,8,0.5943871198891952
4575,2.35,252,3,2,0.07,75.08,9,0.78
2607,1.65,788,1,2,0.08,61.18,4,0.95
6353,2.251804066510623,392,1,1,0.08985348768644705,37.94358848248203,5,0.7284889581164824
4457,1.97,966,1,3,0.1,74.17,3,0.9
6412,1.341172249530553,647,1,2,0.06176421506169222,20.598117300830808,4,0.5617642150616923
5183,2.4650868253693297,334,1,1,0.08828038887926527,47.648940934151526,5,0.8065607777585306
1064,1.95,420,0,3,0.07,1.2,6,0.55
2894,1.94,584,2,0,0.09,97.46,9,0.72
5664,2.1616542294263192,162,1,1,0.03186953744018487,35.045994507045926,3,0.5224344492822185
4561,2.16,470,1,2,0.07,40.2,9,0.6
2242,1.85,212,3,0,0.09,73.65,0,0.65
1474,1.59,614,3,2,0.07,24.14,8,0.6
5167,1.6781978600868792,220,1,0,0.04,38.122821163171864,5,0.8224645218377261
1889,3.45,429,1,2,0.02,74.66,7,0.65
3435,2.02,642,2,1,0.08,61.2,7,0.68
4322,1.51,516,2,2,0.01,44.89,5,0.51
1053,1.69,135,0,3,0.05,23.9,6,0.96
2021,2.47,971,0,3,0.05,94.01,3,0.83
6306,2.4198624432244626,457,1,0,0.09999808948922866,14.124613883512819,1,0.8999369531445454
4967,1.87,711,4,2,0.1,97.8,9,0.72
5363,1.78384080967754,884,0,0,0.06769088258067732,44.340791319999504,2,0.972304485806524
2658,3.12,911,4,0,0.07,4.49,8,0.64
2467,1.61,249,2,2,0.02,61.78,2,0.67
6502,1.9802994643950074,885,0,0,0.07,32.246431281498644,9,0.6744671116863803
1130,2.05,349,4,3,0.06,27.51,2,0.9
1461,1.45,850,1,0,0.04,10.45,5,0.76
4189,2.16,893,2,2,0.05,38.29,6,0.66
6311,1.768289797310353,738,0,2,0.034676502604239615,18.57692002301112,4,0.6847597452255607
3365,1.9,331,4,2,0.02,46.56,4,0.77
6929,2.78033717896189,488,0,0,0.010224785974593462,11.165264615186492,0,0.7092132490889228
4258,2.62,946,0,2,0.02,27.95,7,0.84
3350,2.07,872,3,3,0.03,2.93,4,0.89
2968,1.32,299,0,2,0.07,94.25,2,0.54
222,2.06,370,0,2,0.01,61.35,0,0.54
6459,1.1996416797907141,407,0,3,0.016002510830765898,30.33942040162326,1,0.7999874458461704
48,2.11,849,3,0,0.03,1.07,5,0.99
573,2.41,194,3,0,0.03,78.5,9,0.84
1236,1.7,650,3,0,0.09,28.86,5,0.83
5304,1.4870928671114394,328,2,2,0.032211662621342,24.619645679607444,2,0.6838704095873486
3033,1.73,541,1,1,0.07,29.28,8,0.54
6758,2.869007067563435,821,1,1,0.09156323620452447,19.36661438359834,2,0.7495035337817175
3382,2.11,903,4,1,0.03,84.0,5,0.94
6263,1.697150027189422,359,0,1,0.07979643051353015,26.93545320626536,4,0.6035624660132224
2282,1.8,713,0,1,0.05,5.43,1,0.88
6543,2.0779157231740477,367,1,1,0.01312641523892879,49.21164024887333,5,0.8495786158702373
267,1.31,113,4,2,0.07,2.62,9,0.94
1104,1.97,953,4,3,0.09,90.41,3,0.79
2305,1.55,681,0,0,0.02,60.42,7,0.53
5485,2.444352610771324,412,1,0,0.03855537341488219,5.540273926000429,3,0.7285928354468237
5930,1.9420834163065823,243,0,1,0.04028736776642516,25.206567548277604,2,0.6114368388321257
1935,1.8,350,1,2,0.08,58.77,3,0.58
386,1.48,668,0,0,0.06,72.05,8,0.68
1701,1.5,933,0,2,0.01,75.02,2,0.79
1628,2.27,445,3,2,0.03,56.95,1,0.98
3585,1.21,302,2,3,0.02,1.86,1,0.52
5430,1.8037290707474216,712,0,0,0.05213089756995523,6.659527897864169,1,0.8677473389727575
2714,2.01,326,1,2,0.07,10.12,0,0.88
4080,2.69,586,4,0,0.09,80.44,5,0.9
4955,2.03,139,3,1,0.03,61.79,8,0.9
6098,1.75725965769795,647,2,1,0.025480684604100225,24.91186601546864,8,0.8990386307917996
1563,1.72,104,1,1,0.03,57.86,2,0.96
3622,2.27,637,3,1,0.05,77.88,5,0.56
5939,2.2677462850266457,139,0,1,0.06456047293011567,28.487743051934537,2,0.713132769113123
2760,2.08,804,2,3,0.04,20.48,1,0.94
3189,2.49,730,2,2,0.03,59.17,6,0.96
4878,2.81,606,1,1,0.0,19.43,8,0.86
209,2.44,588,0,1,0.1,17.84,8,0.94
909,2.15,686,2,2,0.07,60.28,9,0.91
1289,1.67,418,1,0,0.06,53.3,0,0.8
6116,2.0819980585440407,806,1,0,0.026484730820850944,15.908575741812566,3,0.6440610767165962
1866,2.83,503,0,3,0.04,1.36,3,0.79
1842,2.21,300,2,1,0.01,81.11,0,0.6
2497,2.79,164,0,0,0.06,41.98,5,0.85
5709,1.3679768923199433,276,2,2,0.022745667309989344,4.7232371501393535,5,0.8238872759550302
104,1.77,849,4,1,0.05,17.6,4,0.69
958,1.53,189,4,3,0.01,12.28,4,0.8
1793,1.8,686,2,0,0.01,44.28,9,0.99
2088,1.64,943,4,0,0.08,50.94,6,0.86
