Session_Duration,Daily_Active_Time,Login_Frequency,Level_Progression,In_Game_Currency_Earned,In_Game_Currency_Spent,Achievement_Unlocks,Social_Interactions,Friends_Added,Guild_Participation,Purchase_History,Game_Mode_Preferences,Event_Participation,Item_Usage,Time_of_Purchase,Retention_Rate,Churn_Rate,Referral_Activity,Customization_Preferences,Ad_Engagement,Device_Type,Geographic_Location,Demographic_Age,Demographic_Gender,In_Game_Purchases,Favorite_Items,Discount_Utilization,Promotion_Response,Quest_Completion_Rate,Battle_Participation,Leaderboard_Position,Player_Engagement_Level,Purchase_Likelihood
49.14,2.38,15,10,527,383,1,36,5,2,4,Multiplayer,4,2,Evening,29,0.09,0,3,3,Tablet,Denmark,37,Female,83.8,Potion,1,5,0.63,19,89.55,1,1
54.94,1.69,15,7,962,617,2,20,4,3,3,Multiplayer,1,19,Evening,12,0.02,0,8,2,PC,Nigeria,41,Male,43.06,Boost,8,6,0.7,6,45.83,0,1
48.78,1.53,11,7,297,264,3,14,0,0,3,Singleplayer,3,3,Morning,28,0.09,1,0,6,Tablet,Gibraltar,45,Female,18.87,Armor,0,6,0.54,6,87.13,0,1
44.23,2.09,7,8,614,501,1,49,7,1,3,Multiplayer,2,2,Night,4,0.08,4,9,2,PC,Czech Republic,34,Female,51.42,Weapon,4,4,0.93,0,90.53,0,1
39.92,1.45,12,7,806,348,0,19,8,1,1,Singleplayer,2,2,Morning,13,0.05,1,5,5,Console,Dominica,58,Female,27.51,Boost,6,3,0.92,19,76.15,0,0
47.25,2.1,12,1,590,673,9,14,9,0,2,Multiplayer,1,0,Morning,4,0.05,2,0,0,Console,Hungary,45,Female,51.7,Potion,5,7,0.67,3,72.19,0,1
37.02,2.01,9,11,713,188,3,31,3,2,0,Singleplayer,3,6,Evening,8,0.05,1,8,8,Smartphone,Rwanda,36,Male,99.32,Weapon,6,2,0.71,12,41.71,0,1
37.56,1.66,14,2,225,484,9,30,3,0,0,Multiplayer,0,10,Night,3,0.05,3,9,7,Smartphone,Morocco,52,Female,24.64,Boost,0,0,0.79,2,75.54,0,0
37.39,1.62,19,1,799,312,4,20,5,1,1,Multiplayer,4,16,Evening,13,0.01,4,2,9,Tablet,Algeria,58,Female,52.21,Weapon,1,6,0.71,1,21.95,0,1
28.94,3.1,14,1,179,646,1,34,9,4,1,Singleplayer,3,14,Evening,21,0.06,3,3,7,Console,Mexico,55,Female,25.76,Potion,8,1,0.69,13,6.14,0,0
37.53,1.79,7,9,514,539,4,49,1,4,3,Multiplayer,0,5,Morning,17,0.04,2,5,1,Console,Croatia,55,Male,66.06,Boost,7,7,0.76,3,69.46,0,1
56.79,2.41,12,11,424,472,0,15,6,0,0,Singleplayer,2,10,Morning,18,0.03,3,6,8,PC,Canada,58,Male,18.79,Weapon,1,6,0.78,19,3.42,0,0
37.19,3.12,19,10,259,162,6,23,5,4,4,Singleplayer,0,3,Afternoon,16,0.03,3,8,3,PC,Palestinian Territory,44,Female,11.25,Potion,0,3,0.98,19,73.07,0,1
22.4,1.5,18,10,253,211,3,1,7,3,2,Singleplayer,3,2,Night,8,0.07,0,7,9,Smartphone,Sierra Leone,48,Male,2.82,Armor,4,8,0.66,11,64.16,0,0
49.69,1.72,15,10,197,540,9,6,2,3,4,Multiplayer,4,14,Morning,8,0.0,1,5,7,Console,Bahrain,31,Female,74.83,Weapon,9,6,0.73,19,83.82,0,1
33.26,3.31,17,9,869,568,1,8,8,1,4,Singleplayer,0,15,Night,29,0.0,4,0,1,PC,China,51,Female,4.82,Potion,9,3,0.65,7,1.78,1,1
47.58,2.99,14,13,872,258,7,36,3,4,4,Singleplayer,0,16,Night,16,0.07,0,4,8,Tablet,Guinea,33,Male,95.77,Potion,3,9,0.62,0,12.46,0,1
43.35,1.2,9,6,269,536,1,32,4,4,1,Singleplayer,0,3,Night,5,0.1,3,3,5,PC,Cape Verde,33,Female,95.04,Weapon,5,3,0.98,16,83.13,0,1
54.89,2.44,17,3,191,512,5,43,5,0,2,Singleplayer,0,10,Evening,9,0.05,1,3,2,PC,Greece,39,Female,11.96,Boost,1,2,0.89,12,32.33,0,0
46.07,1.66,10,2,667,217,8,24,0,4,2,Singleplayer,0,2,Morning,16,0.07,4,7,3,PC,France,23,Male,63.02,Boost,9,1,0.76,7,17.81,0,1
41.81,2.18,17,10,241,105,4,46,8,4,2,Multiplayer,1,3,Morning,24,0.01,2,6,2,Smartphone,Martinique,40,Female,86.43,Potion,6,6,0.79,7,82.64,1,1
41.96,1.94,13,13,371,173,8,40,3,0,0,Multiplayer,1,7,Morning,22,0.01,1,5,2,Console,Christmas Island,20,Female,13.77,Weapon,8,8,0.7,6,49.15,0,0
21.24,1.73,12,7,957,235,4,28,2,3,0,Singleplayer,2,9,Evening,21,0.03,1,3,0,PC,Central African Republic,31,Female,5.61,Weapon,7,6,0.97,1,28.25,0,0
34.52,2.82,17,3,590,798,5,26,7,4,0,Singleplayer,4,14,Afternoon,17,0.0,0,4,5,PC,Guatemala,18,Male,69.88,Boost,9,8,0.86,4,32.71,0,1
64.79,2.15,13,9,504,612,4,36,5,0,0,Singleplayer,2,19,Evening,1,0.08,2,7,3,Smartphone,Lao People's Democratic Republic,59,Female,16.58,Potion,2,9,0.76,2,63.59,0,0
50.46,2.62,18,1,311,326,8,29,0,3,4,Singleplayer,4,3,Evening,28,0.02,0,3,3,Console,Madagascar,25,Male,67.67,Armor,1,4,0.52,12,86.22,0,1
35.6,2.15,20,7,844,653,4,0,7,3,4,Multiplayer,2,8,Morning,27,0.08,1,8,2,Console,Zambia,58,Male,64.7,Boost,6,8,0.87,2,14.12,1,1
64.02,1.83,9,8,823,258,4,23,7,4,0,Singleplayer,4,5,Afternoon,6,0.07,3,6,8,Smartphone,Japan,40,Female,63.95,Armor,4,6,0.96,6,84.35,0,1
41.28,1.6,14,1,851,759,7,42,7,4,2,Multiplayer,4,1,Morning,14,0.01,1,0,3,Tablet,Montserrat,43,Female,44.67,Boost,6,0,0.62,4,19.3,0,0
43.05,1.67,20,12,259,143,2,34,3,3,0,Singleplayer,4,9,Night,1,0.07,4,7,8,Tablet,Uruguay,51,Male,14.4,Boost,6,5,0.58,1,44.97,0,0
56.5,2.21,20,12,222,200,7,49,5,0,3,Singleplayer,0,14,Morning,7,0.08,1,8,9,Tablet,Aruba,49,Female,90.99,Potion,9,2,0.51,14,28.12,0,1
50.59,2.33,10,13,525,244,8,47,5,1,4,Singleplayer,0,10,Afternoon,3,0.09,2,2,1,Tablet,Montserrat,58,Female,83.65,Boost,4,8,0.6,14,19.14,0,1
31.72,1.32,17,13,265,732,3,25,5,1,4,Singleplayer,4,13,Evening,30,0.1,4,0,8,Console,Cook Islands,49,Female,35.57,Weapon,7,6,0.76,16,40.38,0,1
46.3,2.64,11,1,665,538,2,39,9,0,1,Multiplayer,1,18,Afternoon,17,0.02,1,8,2,Console,South Africa,50,Female,24.38,Potion,4,8,0.73,14,3.92,0,0
50.66,1.44,18,2,689,730,3,49,4,1,4,Multiplayer,4,9,Evening,12,0.02,3,4,6,PC,Belize,26,Female,95.66,Potion,1,5,0.88,19,56.44,0,1
35.18,1.4,13,2,826,791,8,10,6,3,0,Multiplayer,2,0,Morning,22,0.01,3,3,3,Console,Papua New Guinea,54,Male,38.85,Weapon,8,4,0.73,8,65.9,0,0
43.36,1.98,9,5,124,172,7,42,5,4,0,Multiplayer,0,10,Night,13,0.06,1,2,5,Tablet,Micronesia,31,Female,2.03,Weapon,3,2,0.99,0,34.11,0,0
48.86,1.95,13,14,500,426,4,28,2,3,3,Multiplayer,1,7,Evening,8,0.08,1,8,8,Console,Cape Verde,21,Female,62.86,Potion,2,4,0.9,11,6.81,0,1
31.19,1.83,17,12,579,204,7,6,6,3,1,Singleplayer,2,3,Morning,21,0.03,0,3,1,Tablet,Sudan,19,Female,79.8,Potion,8,1,0.93,1,80.42,0,1
49.62,2.12,12,8,850,433,4,43,9,2,1,Singleplayer,2,8,Afternoon,4,0.02,3,7,5,PC,Saint Martin,46,Female,81.36,Weapon,3,6,0.82,5,5.92,0,1
53.8,2.35,8,13,958,463,3,39,8,0,0,Singleplayer,3,3,Afternoon,23,0.09,3,1,6,Tablet,Argentina,58,Female,67.18,Potion,5,8,0.51,16,52.53,0,1
48.22,2.75,8,5,864,384,2,39,8,4,3,Singleplayer,4,9,Afternoon,1,0.02,2,7,1,Smartphone,Guernsey,22,Female,45.54,Boost,5,6,0.99,15,52.37,0,1
55.85,1.64,15,8,724,243,9,38,8,4,1,Singleplayer,2,14,Evening,20,0.06,3,9,2,Console,Korea,59,Male,4.69,Armor,3,9,0.62,8,89.0,0,0
38.31,2.86,13,4,560,84,7,44,2,4,0,Multiplayer,2,0,Afternoon,23,0.07,0,4,5,Tablet,Micronesia,54,Male,42.28,Armor,3,5,0.83,8,73.22,0,0
52.03,1.66,12,11,439,89,7,44,1,1,4,Singleplayer,2,17,Afternoon,23,0.04,3,4,1,PC,El Salvador,55,Male,16.52,Weapon,6,5,0.78,10,95.72,0,1
39.09,2.01,20,6,717,341,9,49,4,3,0,Singleplayer,0,19,Evening,21,0.05,2,8,9,Console,Mauritania,34,Female,3.58,Potion,1,1,0.76,7,69.25,1,0
54.98,2.15,13,9,947,689,1,39,1,2,4,Singleplayer,1,17,Evening,17,0.08,2,4,6,PC,Faroe Islands,25,Male,13.88,Armor,1,2,0.92,10,17.63,0,1
54.96,2.51,11,12,666,127,7,22,7,4,4,Singleplayer,4,13,Afternoon,6,0.08,1,9,3,Tablet,Saint Pierre and Miquelon,20,Female,46.07,Boost,5,2,0.91,8,2.88,0,1
35.98,1.45,17,4,646,393,7,43,6,3,2,Multiplayer,1,4,Night,28,0.07,1,1,7,Console,Congo,37,Male,45.71,Armor,6,2,0.99,11,69.62,0,0
42.91,1.68,20,7,892,218,5,15,3,2,2,Singleplayer,1,13,Afternoon,12,0.04,2,7,6,Tablet,Serbia,24,Male,44.77,Boost,4,4,0.91,5,57.04,0,0
36.78,1.97,8,11,297,780,9,31,8,1,3,Multiplayer,0,10,Afternoon,29,0.0,0,8,1,Smartphone,Guam,53,Male,59.43,Boost,1,7,0.56,3,79.76,0,1
44.69,1.99,14,6,980,117,2,40,6,1,3,Singleplayer,2,5,Morning,17,0.09,4,5,8,Console,Equatorial Guinea,18,Female,6.11,Potion,3,9,0.7,6,85.97,0,1
44.23,2.7,12,3,505,700,0,18,5,3,3,Multiplayer,4,3,Afternoon,17,0.06,0,3,2,PC,Argentina,57,Male,49.82,Potion,7,7,0.82,4,20.68,0,1
35.37,2.56,9,9,772,113,4,6,3,2,1,Singleplayer,2,16,Morning,8,0.07,4,3,5,Console,Uzbekistan,34,Male,73.27,Armor,3,4,0.81,8,3.54,0,1
35.19,2.9,20,8,588,391,3,17,8,3,3,Singleplayer,0,13,Night,2,0.05,0,7,1,PC,Bangladesh,42,Female,22.83,Armor,0,6,0.99,2,73.43,0,1
35.9,2.13,17,2,844,68,6,15,9,1,4,Multiplayer,0,2,Night,21,0.06,4,8,2,Smartphone,Honduras,45,Male,39.99,Armor,4,1,0.85,11,12.85,0,1
22.17,2.56,8,1,840,570,1,4,3,4,1,Singleplayer,1,12,Morning,11,0.06,2,6,5,PC,Haiti,24,Female,31.16,Potion,0,6,0.59,0,99.74,0,0
34.87,2.39,7,14,901,579,6,30,9,0,2,Multiplayer,1,12,Evening,25,0.09,1,1,8,PC,Senegal,39,Male,56.48,Boost,8,3,0.75,2,17.1,0,1
47.75,1.54,15,14,270,410,4,46,9,0,3,Multiplayer,4,4,Evening,23,0.04,2,0,4,Tablet,Vietnam,32,Female,88.02,Weapon,0,7,0.66,16,43.11,0,1
55.25,1.97,16,9,697,780,4,6,4,2,0,Singleplayer,4,13,Night,15,0.06,2,4,6,Tablet,Isle of Man,48,Male,57.6,Armor,7,2,0.52,1,95.85,0,1
40.99,1.57,14,9,128,518,9,9,2,3,2,Multiplayer,0,7,Night,25,0.03,2,0,5,PC,Nigeria,24,Male,77.04,Armor,1,0,0.52,0,51.79,0,1
49.09,2.04,20,8,371,245,2,16,4,4,2,Singleplayer,3,7,Morning,2,0.03,0,7,2,Smartphone,Guinea,52,Female,34.17,Weapon,7,8,0.55,6,74.63,0,0
42.58,1.48,12,3,156,202,4,49,5,2,3,Singleplayer,2,10,Evening,6,0.04,3,6,7,Console,Sao Tome and Principe,46,Male,15.09,Weapon,6,3,0.84,1,32.02,0,1
48.19,1.72,7,8,289,733,4,17,6,2,3,Singleplayer,4,10,Morning,9,0.07,0,1,0,PC,Malaysia,45,Male,50.61,Armor,3,5,0.86,4,6.9,0,1
49.59,1.76,20,11,731,522,1,14,1,1,3,Singleplayer,4,8,Morning,28,0.05,4,0,1,Smartphone,Monaco,40,Male,87.67,Armor,4,1,0.66,3,16.19,0,1
55.8,1.88,7,10,432,357,1,16,5,3,2,Multiplayer,2,4,Afternoon,29,0.0,4,9,4,PC,India,34,Female,17.42,Weapon,6,4,0.7,5,10.1,0,0
44.32,2.08,8,3,798,494,1,40,6,3,2,Multiplayer,3,7,Morning,29,0.05,3,4,8,Console,Trinidad and Tobago,39,Male,20.23,Weapon,0,3,0.59,6,3.98,0,0
52.74,1.76,11,14,825,60,8,43,3,0,2,Singleplayer,4,5,Night,28,0.01,2,2,6,Console,Belize,51,Male,9.92,Potion,1,2,0.51,5,20.02,0,0
36.82,1.78,7,8,362,154,4,20,8,4,0,Multiplayer,3,12,Afternoon,22,0.01,3,0,7,Console,Svalbard & Jan Mayen Islands,27,Male,89.06,Weapon,4,1,0.7,11,47.97,0,1
42.59,3.01,10,4,885,713,5,35,7,2,1,Multiplayer,3,12,Evening,27,0.09,0,6,2,Console,Zimbabwe,56,Male,6.36,Boost,2,7,0.53,16,1.54,0,0
44.81,2.24,20,3,920,284,8,0,3,3,3,Multiplayer,0,1,Morning,13,0.06,0,5,3,Console,Cambodia,50,Female,36.83,Armor,5,3,0.85,12,13.35,0,1
50.96,2.02,8,2,534,203,9,34,9,1,2,Multiplayer,2,2,Afternoon,8,0.05,2,1,3,Console,Turkey,24,Female,1.1,Weapon,8,6,0.8,10,29.94,0,0
53.12,2.15,15,12,686,538,3,1,0,4,2,Singleplayer,3,1,Morning,20,0.07,1,1,4,PC,Finland,42,Female,60.28,Potion,9,3,0.91,6,89.49,0,1
43.92,2.21,14,9,324,612,2,45,5,3,3,Singleplayer,1,15,Morning,15,0.08,3,2,9,Tablet,Italy,26,Male,29.25,Weapon,9,3,0.66,18,56.7,0,1
46.62,2.16,16,3,331,568,5,43,5,1,2,Multiplayer,2,13,Evening,18,0.02,2,4,2,Tablet,United Arab Emirates,46,Female,92.7,Weapon,0,6,0.58,6,72.61,0,1
44.38,2.21,10,11,312,448,0,15,2,2,3,Multiplayer,0,16,Evening,25,0.05,4,3,9,PC,Uruguay,37,Male,20.9,Boost,7,3,0.58,9,83.56,0,1
45.25,2.37,19,8,176,459,4,29,5,0,3,Singleplayer,1,8,Afternoon,26,0.01,1,0,4,Tablet,Cook Islands,41,Female,72.37,Weapon,7,6,0.53,9,54.47,1,1
47.17,2.28,20,12,451,517,4,12,9,0,3,Multiplayer,1,0,Night,21,0.01,0,1,0,Console,United States Virgin Islands,34,Male,81.57,Potion,4,2,0.54,4,85.99,1,1
24.95,2.45,7,2,932,564,2,2,3,3,4,Multiplayer,0,19,Afternoon,29,0.06,2,0,9,Tablet,Bahrain,20,Male,10.14,Armor,1,1,0.72,15,21.84,0,1
47.53,2.64,12,4,477,220,9,38,0,3,4,Singleplayer,0,9,Morning,4,0.04,0,2,9,Console,Turks and Caicos Islands,37,Male,64.82,Weapon,1,9,0.93,15,65.38,0,1
48.76,2.2,17,8,438,762,4,1,4,4,0,Multiplayer,3,8,Morning,12,0.07,1,4,8,Tablet,Moldova,47,Female,44.46,Armor,8,4,0.65,1,4.7,0,0
42.48,1.93,14,12,777,524,3,21,6,1,2,Singleplayer,3,7,Night,7,0.03,4,8,9,PC,Guinea,32,Male,50.56,Armor,4,5,0.64,18,95.09,0,1
36.88,1.24,9,2,321,693,7,23,1,1,1,Singleplayer,4,14,Afternoon,14,0.03,1,2,6,Console,Mongolia,48,Male,56.61,Armor,5,7,0.75,5,75.81,0,1
45.05,1.83,19,4,186,683,9,17,6,3,2,Singleplayer,1,16,Morning,13,0.02,2,2,7,Tablet,United States of America,19,Female,24.07,Potion,4,0,0.65,16,30.65,0,0
39.28,1.74,9,11,972,359,4,43,7,2,4,Singleplayer,3,9,Night,26,0.01,4,6,8,Smartphone,Poland,47,Female,77.53,Boost,7,2,0.59,0,91.76,0,1
41.63,1.33,8,14,684,287,4,8,8,2,4,Multiplayer,2,16,Afternoon,3,0.02,3,6,7,PC,Kuwait,54,Male,19.97,Armor,0,3,0.7,13,34.4,0,1
63.87,1.67,20,8,741,759,5,19,3,3,2,Singleplayer,0,9,Night,19,0.08,0,9,1,PC,Guam,24,Female,37.33,Potion,4,3,0.62,2,31.0,0,0
58.74,1.86,14,12,537,121,4,5,8,4,1,Multiplayer,2,11,Afternoon,30,0.04,1,8,4,PC,Korea,41,Female,55.63,Weapon,4,3,0.8,0,46.34,0,1
22.47,2.06,11,13,193,197,2,3,9,4,4,Singleplayer,1,19,Evening,9,0.06,2,0,1,Smartphone,Solomon Islands,58,Female,63.01,Potion,5,5,0.93,18,21.31,0,1
25.43,1.74,7,7,119,392,8,21,5,1,3,Multiplayer,0,13,Night,7,0.05,0,4,6,PC,Dominica,31,Male,62.56,Armor,1,9,0.62,0,19.65,0,1
35.29,2.8,17,13,806,466,9,2,3,3,2,Singleplayer,0,1,Morning,14,0.05,1,8,7,Console,Cyprus,40,Female,71.9,Boost,5,6,0.78,10,67.86,0,1
42.92,2.87,16,7,674,510,3,7,7,4,3,Multiplayer,0,0,Afternoon,11,0.06,3,3,2,Tablet,Korea,55,Female,30.06,Boost,9,2,1.0,2,6.71,0,1
17.88,1.37,14,3,127,234,6,5,4,2,4,Multiplayer,4,8,Evening,6,0.02,3,2,6,Smartphone,Palestinian Territory,46,Female,11.43,Potion,4,7,0.98,4,96.0,0,1
29.33,1.09,10,9,297,485,0,38,8,1,3,Singleplayer,0,7,Morning,29,0.01,2,1,0,PC,Guernsey,24,Male,76.13,Armor,2,7,0.79,19,12.92,0,1
46.94,2.5,13,3,888,586,4,9,6,1,0,Singleplayer,1,10,Morning,17,0.03,0,3,3,Smartphone,Saudi Arabia,46,Male,26.5,Boost,1,8,0.97,15,31.96,0,0
40.76,1.88,16,7,485,627,3,2,1,1,4,Multiplayer,0,0,Evening,16,0.03,4,7,3,Console,Trinidad and Tobago,52,Male,71.89,Armor,9,1,0.57,15,86.83,0,1
49.68,1.04,19,2,210,550,1,21,9,1,4,Singleplayer,0,19,Night,13,0.1,1,4,5,PC,Falkland Islands (Malvinas),38,Female,27.59,Weapon,8,7,0.72,2,24.63,0,1
38.66,2.24,15,12,254,76,5,41,0,4,0,Singleplayer,4,5,Afternoon,1,0.04,4,9,7,Smartphone,Czech Republic,49,Female,51.87,Weapon,1,7,0.99,0,12.42,0,1
56.21,1.51,15,7,419,581,5,24,9,3,3,Multiplayer,4,16,Evening,21,0.07,1,2,1,Tablet,Lao People's Democratic Republic,20,Female,23.37,Armor,8,5,0.67,3,45.26,0,1
47.02,1.58,8,12,768,275,6,49,8,2,1,Singleplayer,3,10,Afternoon,1,0.03,4,6,3,Console,Antigua and Barbuda,38,Female,5.04,Armor,8,1,0.78,16,15.28,0,0
44.52,2.29,9,7,969,585,0,11,4,4,4,Multiplayer,4,1,Afternoon,12,0.06,4,3,2,Console,Jordan,51,Male,59.1,Potion,6,5,0.87,12,67.73,0,1
37.51,1.74,8,11,525,265,9,17,2,4,2,Singleplayer,4,15,Evening,17,0.08,0,8,3,Smartphone,Mexico,52,Female,57.47,Boost,9,6,0.95,2,64.72,0,1
36.32,2.38,18,13,225,373,7,29,7,2,1,Multiplayer,1,17,Night,2,0.08,1,8,8,Smartphone,Zambia,37,Female,38.65,Potion,0,9,0.81,17,96.75,0,0
45.24,2.18,14,11,804,144,8,10,5,0,2,Singleplayer,3,8,Night,22,0.05,4,8,6,Smartphone,Portugal,42,Male,20.1,Weapon,9,7,0.64,9,45.9,1,0
43.59,1.69,12,13,535,648,3,2,6,3,3,Singleplayer,1,10,Morning,30,0.06,4,7,9,Smartphone,South Africa,41,Male,4.37,Armor,3,6,0.57,6,60.39,0,1
52.11,1.77,12,10,708,69,9,12,3,0,2,Singleplayer,0,8,Evening,12,0.07,2,8,3,Tablet,Canada,19,Male,57.79,Armor,3,2,0.63,16,45.06,0,1
36.96,2.14,20,11,234,716,9,10,6,3,2,Multiplayer,3,17,Night,30,0.01,3,4,2,Tablet,New Zealand,33,Male,21.17,Armor,3,7,0.5,15,80.06,1,0
51.87,1.79,18,6,770,533,3,2,6,1,1,Singleplayer,1,6,Night,17,0.03,4,4,5,Tablet,Albania,33,Female,89.33,Armor,6,3,0.61,9,89.36,0,1
22.4,1.67,16,8,875,743,6,28,7,0,0,Multiplayer,3,11,Night,10,0.09,0,6,7,Tablet,French Guiana,38,Male,84.18,Potion,2,1,0.85,0,36.56,0,1
23.91,2.07,20,3,209,358,0,24,4,4,0,Singleplayer,3,16,Morning,19,0.09,4,1,2,Console,Angola,50,Male,94.21,Potion,0,5,0.98,16,90.32,0,1
39.89,2.01,17,1,671,246,8,7,7,0,0,Multiplayer,4,13,Morning,19,0.02,3,2,7,Console,Egypt,44,Male,82.44,Potion,8,8,0.56,2,80.63,0,1
38.2,2.09,14,3,201,633,6,13,3,4,4,Multiplayer,0,7,Afternoon,2,0.01,3,9,0,Smartphone,United States of America,41,Male,11.77,Armor,5,7,0.75,14,91.96,0,1
31.91,2.02,13,2,892,175,2,23,8,0,0,Singleplayer,3,19,Night,16,0.07,2,5,8,Smartphone,Zimbabwe,25,Male,14.88,Boost,2,9,0.98,15,90.25,0,0
32.74,1.76,7,4,163,348,3,37,4,2,0,Multiplayer,2,2,Night,4,0.04,2,0,9,Console,Congo,59,Female,81.24,Weapon,1,6,0.93,11,2.79,0,1
42.41,1.67,7,8,511,535,4,9,2,0,2,Singleplayer,4,11,Night,5,0.08,1,3,7,PC,Algeria,54,Female,3.89,Boost,4,8,0.62,5,75.66,0,0
28.82,1.29,7,13,708,721,8,41,9,1,1,Singleplayer,0,2,Night,4,0.05,0,2,8,PC,Bahrain,40,Female,98.49,Weapon,0,3,0.57,15,83.31,0,1
49.17,1.71,7,2,854,578,5,46,6,3,3,Singleplayer,4,3,Morning,4,0.0,1,5,4,Tablet,Mauritania,28,Female,0.3,Armor,2,5,0.94,14,22.75,0,1
74.08,2.75,16,5,490,679,0,28,8,3,0,Multiplayer,1,13,Morning,2,0.01,2,3,5,Tablet,Bouvet Island (Bouvetoya),52,Female,28.23,Weapon,9,7,0.72,14,62.8,0,0
46.29,2.14,8,13,741,298,7,43,4,3,4,Multiplayer,4,1,Afternoon,26,0.02,2,2,6,Tablet,Hong Kong,58,Male,60.01,Potion,0,2,0.78,14,73.68,0,1
43.68,1.82,12,9,950,352,6,25,3,0,2,Singleplayer,3,18,Afternoon,1,0.09,0,3,4,PC,Andorra,33,Female,62.75,Weapon,7,5,0.84,16,30.11,0,1
36.15,2.03,15,10,744,266,3,25,4,1,2,Singleplayer,4,15,Evening,4,0.1,1,2,7,Console,Rwanda,47,Female,5.7,Boost,0,7,0.7,19,48.57,0,0
44.85,1.53,7,4,189,519,4,39,9,1,4,Multiplayer,3,15,Night,16,0.01,1,3,1,Tablet,Martinique,39,Male,12.28,Weapon,4,8,0.8,6,20.15,0,1
47.3,1.33,17,13,380,397,6,49,1,3,4,Multiplayer,2,8,Night,23,0.06,0,6,0,PC,Djibouti,26,Female,50.47,Armor,5,7,0.77,12,97.69,0,1
38.66,1.63,20,12,291,126,9,35,8,1,3,Singleplayer,1,13,Afternoon,24,0.04,2,2,2,PC,Mozambique,41,Male,26.18,Potion,8,8,0.82,8,63.58,0,1
41.73,1.89,8,5,110,293,8,15,4,0,2,Singleplayer,1,5,Night,18,0.08,3,4,6,Smartphone,Lebanon,32,Female,17.05,Weapon,4,4,0.64,12,34.45,0,0
40.83,2.14,17,3,258,618,3,49,4,0,0,Multiplayer,3,19,Morning,9,0.06,3,5,6,Console,Macedonia,29,Female,57.27,Armor,1,9,0.71,7,89.53,0,1
30.7,2.2,11,6,824,233,9,21,0,3,1,Singleplayer,1,13,Morning,4,0.07,4,0,0,Smartphone,Aruba,26,Male,48.33,Boost,4,6,0.87,11,97.13,0,0
40.71,1.82,18,14,133,166,3,28,0,2,1,Multiplayer,0,16,Afternoon,29,0.09,4,8,1,Console,Andorra,33,Male,64.3,Boost,6,5,0.62,1,66.37,0,1
49.78,2.09,15,8,665,56,5,37,6,4,3,Singleplayer,0,13,Night,13,0.08,3,5,3,Tablet,Saint Helena,40,Male,40.45,Armor,2,4,0.97,9,12.44,0,1
51.67,1.9,16,2,871,425,0,28,2,1,3,Multiplayer,0,5,Morning,24,0.06,1,1,2,PC,Peru,29,Female,67.5,Boost,3,3,0.63,4,17.81,0,1
47.82,1.9,18,5,347,364,7,39,1,1,1,Singleplayer,3,14,Evening,12,0.02,1,6,8,PC,Congo,44,Male,43.16,Weapon,2,9,0.54,9,94.76,0,0
38.57,2.01,20,7,817,519,6,27,1,3,1,Multiplayer,2,1,Night,20,0.05,4,5,7,Smartphone,Lebanon,33,Male,60.72,Boost,4,5,0.72,12,90.63,0,1
48.19,2.26,10,5,102,122,9,37,7,4,2,Multiplayer,0,15,Night,7,0.02,0,1,5,Console,Turks and Caicos Islands,27,Female,52.65,Armor,4,0,0.77,19,80.95,0,1
38.69,1.68,20,6,333,52,1,5,4,4,4,Singleplayer,3,15,Afternoon,20,0.03,2,4,4,PC,Chile,44,Female,38.01,Boost,9,8,0.79,12,52.09,0,1
36.26,1.78,13,11,313,426,6,39,8,1,4,Multiplayer,0,11,Night,17,0.06,4,7,1,Tablet,Tonga,41,Female,47.8,Boost,4,7,0.79,13,65.8,0,1
48.21,1.1,7,12,692,499,8,29,5,3,4,Multiplayer,0,0,Evening,28,0.02,1,0,2,PC,Guam,45,Male,8.81,Potion,7,4,0.56,9,3.99,0,1
53.93,2.18,8,14,105,586,8,11,8,4,0,Multiplayer,3,7,Evening,27,0.05,3,7,5,PC,Albania,55,Male,91.7,Weapon,1,1,0.96,12,23.63,0,1
45.54,2.25,13,9,120,509,8,30,6,1,3,Singleplayer,3,16,Afternoon,25,0.07,0,1,6,PC,Mayotte,56,Female,15.01,Boost,8,4,0.68,11,88.82,1,1
46.02,1.35,16,7,826,323,9,34,3,0,0,Singleplayer,2,1,Evening,23,0.1,1,5,5,Tablet,Lao People's Democratic Republic,36,Male,96.45,Potion,2,4,0.55,17,88.36,0,1
50.49,2.82,7,3,532,668,2,25,1,0,3,Multiplayer,4,14,Morning,17,0.06,0,5,0,Console,Kenya,54,Female,63.89,Boost,6,5,0.74,9,40.64,0,1
40.24,2.91,17,14,261,133,1,1,9,1,1,Singleplayer,3,1,Afternoon,26,0.0,0,7,6,Tablet,Antigua and Barbuda,39,Male,92.18,Boost,2,7,0.84,14,98.92,1,1
35.66,1.36,10,9,263,736,0,35,8,4,4,Singleplayer,4,8,Night,8,0.09,3,2,7,Console,Cote d'Ivoire,49,Female,73.35,Weapon,0,9,0.95,1,71.85,0,1
41.35,2.02,7,9,181,83,2,0,9,4,2,Multiplayer,4,2,Evening,24,0.02,3,4,7,Smartphone,Solomon Islands,28,Male,73.71,Weapon,7,9,0.51,7,72.66,0,1
44.23,1.33,11,14,889,97,1,39,5,4,1,Singleplayer,4,9,Night,21,0.08,1,8,5,Console,Angola,22,Female,46.93,Weapon,0,9,0.98,0,30.28,0,0
